id,host_id,host_listings_count,host_total_listings_count,latitude,longitude,accommodates,bedrooms,beds,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,availability_30,availability_60
22259769,145354573,2.0,2.0,,,5.0,2.0,3.0,1.0,90,1.0,4.0,1125.0,1125.0,1.5,1125.0,,6,10
22290007,162908398,1.0,1.0,41.1463,-8.58333,6.0,3.0,4.0,2.0,7,2.0,2.0,1125.0,1125.0,2.0,1125.0,,5,8
22320118,30907275,,,41.153698,-8.609505,3.0,1.0,2.0,2.0,1124,2.0,3.0,1125.0,1125.0,2.2,1125.0,,16,43
22320246,163176060,1.0,1.0,41.14409,-8.61723,4.0,1.0,2.0,2.0,1125,1.0,2.0,1125.0,1125.0,2.0,1125.0,,10,19
22335999,37066714,,,41.15879,-8.61418,3.0,0.0,2.0,1.0,1125,1.0,2.0,1.0,1125.0,1.9,153.1,,1,25
22352186,41445904,12.0,12.0,41.13882,-8.60938,2.0,1.0,2.0,1.0,1125,1.0,1.0,365.0,365.0,1.0,365.0,,3,20
22358460,41445904,12.0,12.0,41.13882,-8.60938,2.0,0.0,0.0,1.0,1125,1.0,1.0,365.0,365.0,1.0,365.0,,14,36
22358916,41445904,12.0,12.0,41.13882,-8.60938,2.0,1.0,2.0,1.0,1125,1.0,1.0,365.0,365.0,1.0,365.0,,6,24
22374395,130805492,,,41.14353561401367,-8.61296272277832,4.0,1.0,2.0,2.0,365,2.0,2.0,365.0,365.0,2.0,365.0,,13,25
22384648,34499587,9.0,14.0,,,5.0,2.0,3.0,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,19,25
22385398,30907275,,,41.14684,-8.60237,4.0,2.0,3.0,2.0,365,2.0,3.0,1125.0,1125.0,2.2,1125.0,,6,28
22386810,118808347,1.0,2.0,41.17299,-8.63877,1.0,1.0,1.0,3.0,15,3.0,3.0,15.0,15.0,3.0,15.0,,0,0
22395536,132794596,14.0,14.0,41.14365,-8.597063,3.0,1.0,1.0,1.0,365,1.0,3.0,365.0,365.0,2.3,365.0,,7,18
22403431,112290924,16.0,16.0,41.14683,-8.6024,,0.0,,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,4,9
22410496,185492,1.0,2.0,41.13094,-8.6295,2.0,1.0,2.0,3.0,60,2.0,3.0,1125.0,1125.0,3.0,1125.0,,2,10
22414731,35946202,4.0,4.0,41.15213,-8.6118,4.0,2.0,3.0,3.0,30,2.0,3.0,1125.0,1125.0,3.0,1125.0,,0,0
22418626,55554981,1.0,1.0,,,6.0,2.0,1.0,3.0,30,3.0,3.0,30.0,30.0,3.0,30.0,,0,0
22430272,30907275,,,,,6.0,3.0,1.0,,1125,2.0,,1125.0,1125.0,,1125.0,,0,0
22432331,164301082,4.0,4.0,41.15273,-8.60246,2.0,1.0,1.0,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,24,36
22434015,122231984,4.0,5.0,41.14686,-8.60207,3.0,1.0,1.0,,180,,4.0,1125.0,1125.0,4.0,1125.0,,5,10
22435390,163361767,2.0,2.0,,,,,,,1125,,,1125.0,1125.0,,1125.0,,23,45
22446981,364783572,,,41.14408,-8.61354,2.0,0.0,1.0,1.0,1125,1.0,2.0,1.0,1125.0,1.5,144.3,,7,30
22450165,133267111,2.0,2.0,41.14416,,2.0,2.0,1.0,1.0,2,1.0,1.0,1125.0,1125.0,1.0,1125.0,,0,0
22465071,164659936,1.0,1.0,,,6.0,3.0,1.0,3.0,30,3.0,3.0,1125.0,1125.0,3.0,1125.0,,0,0
22468775,63432197,8.0,8.0,41.15883,-8.63368,2.0,1.0,1.0,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,21,51
22496590,19531266,2.0,2.0,41.14394,-8.59732,4.0,1.0,1.0,3.0,365,3.0,3.0,365.0,365.0,3.0,365.0,,8,14
22512777,120358673,5.0,5.0,41.15054,-8.62315,,,5.0,3.0,31,3.0,3.0,31.0,31.0,3.0,31.0,,5,16
22515223,2006314,2.0,3.0,41.15435,-8.60845,,0.0,1.0,2.0,99,2.0,2.0,1125.0,1125.0,2.0,1125.0,,5,11
22515228,124476237,3.0,3.0,41.15491,-8.60973,3.0,1.0,,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,0,0
22527003,6369029,19.0,20.0,41.1528,-8.6107,,,,2.0,180,2.0,2.0,180.0,180.0,2.0,180.0,,7,13
22528392,14264527,1.0,1.0,41.15248,-8.60876,4.0,2.0,2.0,3.0,180,3.0,3.0,1125.0,1125.0,3.0,1125.0,,10,29
22532557,147948897,5.0,5.0,41.14924,-8.58895,4.0,1.0,2.0,1.0,30,1.0,2.0,31.0,1125.0,1.5,561.5,,9,12
22558126,151352873,17.0,18.0,41.14385,-8.61725,4.0,1.0,2.0,1.0,31,1.0,3.0,31.0,1125.0,1.6,564.5,,3,5
22562674,2228036,,,41.14823,-8.6134,2.0,0.0,2.0,1.0,1125,1.0,2.0,1125.0,1125.0,2.0,1125.0,,27,57
22569026,39815965,7.0,12.0,41.15591,-8.60209,5.0,1.0,2.0,1.0,1125,1.0,1.0,14.0,365.0,1.0,184.2,,0,0
22584788,41445904,12.0,12.0,41.13882,-8.60938,2.0,1.0,2.0,1.0,1125,1.0,1.0,365.0,365.0,1.0,365.0,,3,10
22585837,41445904,12.0,12.0,41.13882,-8.60938,2.0,1.0,2.0,1.0,1125,1.0,1.0,365.0,365.0,1.0,365.0,,3,13
22586719,41445904,12.0,12.0,41.13882,-8.60938,4.0,2.0,4.0,1.0,1125,1.0,1.0,365.0,365.0,1.0,365.0,,3,7
22599533,166237958,17.0,18.0,41.13368,-8.62235,2.0,1.0,1.0,1.0,60,1.0,2.0,1125.0,1125.0,1.0,1125.0,,28,51
22616469,52161391,4.0,4.0,41.14958,-8.60748,2.0,0.0,2.0,2.0,120,2.0,2.0,1125.0,1125.0,2.0,1125.0,,3,22
22624367,166541664,4.0,4.0,41.14729,-8.6157,4.0,1.0,2.0,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,22,39
22633333,149060639,8.0,9.0,41.13468,-8.61164,2.0,1.0,1.0,2.0,30,2.0,2.0,15.0,31.0,2.0,22.3,,1,3
22642300,159567291,2.0,2.0,41.15065,,4.0,2.0,3.0,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,30,60
22642434,41445904,12.0,12.0,41.13882,-8.60938,4.0,2.0,3.0,1.0,1125,1.0,1.0,365.0,365.0,1.0,365.0,,10,18
22652468,2606384,10.0,11.0,41.15286,-8.60323,1.0,1.0,1.0,,120,,,1125.0,1125.0,5.0,1125.0,,3,3
22677830,32027643,3.0,3.0,41.12859,-8.60768,,2.0,5.0,2.0,90,2.0,2.0,1125.0,1125.0,2.0,1125.0,,3,4
22678829,167137013,14.0,16.0,41.146461,-8.607074,,,6.0,1.0,365,1.0,2.0,365.0,365.0,1.9,365.0,,2,11
22681646,167165655,1.0,1.0,,,,,6.0,1.0,30,1.0,1.0,30.0,30.0,1.0,30.0,,0,0
22681941,95088635,3.0,3.0,41.14206,-8.59849,4.0,1.0,2.0,,200,,4.0,200.0,1125.0,4.0,826.0,,26,48
22683289,2228036,,,41.14815,-8.61381,4.0,0.0,2.0,1.0,1125,1.0,2.0,1125.0,1125.0,2.0,1125.0,,28,58
22683291,2228036,,,41.14655,-8.615,3.0,0.0,2.0,1.0,1125,1.0,2.0,1125.0,1125.0,2.0,1125.0,,25,55
22683294,2228036,,,41.14794,-8.61458,2.0,0.0,2.0,1.0,1125,1.0,2.0,1125.0,1125.0,2.0,1125.0,,27,57
22693981,5897201,17.0,18.0,41.15013,-8.61758,2.0,0.0,1.0,2.0,30,2.0,2.0,31.0,31.0,2.0,31.0,,7,13
22730244,43180541,3.0,3.0,41.15006,-8.60555,3.0,2.0,2.0,2.0,30,2.0,2.0,1125.0,1125.0,2.0,1125.0,,2,7
22744215,167876218,13.0,14.0,41.16132736206055,-8.636805534362793,2.0,1.0,1.0,2.0,30,2.0,2.0,1125.0,1125.0,2.0,1125.0,,9,13
22744884,54040900,19.0,20.0,41.14347,-8.61321,2.0,1.0,1.0,2.0,300,2.0,2.0,300.0,1125.0,2.0,657.0,,26,41
22748693,167937352,1.0,1.0,41.13626,-8.63191,4.0,2.0,3.0,,30,,4.0,30.0,30.0,4.0,30.0,,6,8
22763881,24860207,10.0,10.0,41.14441,-8.61442,3.0,0.0,2.0,2.0,31,2.0,2.0,31.0,31.0,2.0,31.0,,0,1
22791516,64196096,12.0,13.0,41.1627,-8.61474,4.0,1.0,1.0,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,0,0
22810016,116434359,6.0,6.0,41.15622,-8.61008,2.0,1.0,1.0,2.0,31,2.0,3.0,31.0,31.0,2.7,31.0,,6,8
22811503,19887538,45.0,48.0,41.15095,-8.6142,2.0,1.0,1.0,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,12,38
22813986,168609910,2.0,6.0,,,4.0,1.0,2.0,1.0,60,1.0,1.0,1125.0,1125.0,1.0,1125.0,,6,7
22826387,79605591,2.0,3.0,41.14307,-8.61493,4.0,1.0,1.0,1.0,31,1.0,2.0,31.0,31.0,1.5,31.0,,30,55
22826666,79605591,2.0,3.0,41.14269,-8.61427,4.0,1.0,1.0,1.0,31,1.0,2.0,31.0,31.0,1.5,31.0,,12,29
22842808,143891079,3.0,3.0,41.14339,-8.61544,3.0,0.0,2.0,2.0,31,2.0,2.0,31.0,31.0,2.0,31.0,,4,8
22845929,116434359,6.0,6.0,41.15528,-8.61,5.0,2.0,2.0,3.0,31,3.0,3.0,31.0,31.0,3.0,31.0,,5,11
22854926,143891079,3.0,3.0,41.14365,-8.61543,3.0,0.0,2.0,2.0,31,2.0,2.0,31.0,31.0,2.0,31.0,,5,11
22861099,132890215,1.0,1.0,41.14436,-8.60341,3.0,1.0,1.0,2.0,1125,1.0,2.0,1125.0,1125.0,2.0,1125.0,,3,3
22861146,169104506,1.0,1.0,41.15468,-8.63045,5.0,2.0,1.0,2.0,30,2.0,2.0,30.0,30.0,2.0,30.0,,0,0
22878618,139115521,6.0,8.0,41.14948,-8.61366,4.0,1.0,1.0,2.0,1125,1.0,3.0,1125.0,1125.0,2.0,1125.0,,4,6
22881505,51171655,1.0,1.0,41.16635,-8.60708,2.0,1.0,1.0,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,0,0
22899026,169489293,1.0,1.0,41.15676,-8.60328,2.0,1.0,1.0,1.0,7,1.0,1.0,1125.0,1125.0,1.0,1125.0,,0,0
22909535,164301082,4.0,4.0,41.15302,-8.60246,2.0,1.0,1.0,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,11,24
22917332,125498412,6.0,7.0,41.16021,-8.63872,1.0,1.0,1.0,1.0,730,1.0,1.0,730.0,730.0,1.0,730.0,,4,11
22920005,89904217,7.0,9.0,,,4.0,1.0,2.0,,180,,,180.0,180.0,,180.0,,0,10
22923172,63363919,3.0,4.0,41.15152,-8.61313,4.0,2.0,3.0,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,1,5
22942579,19887538,45.0,48.0,41.14274,-8.61379,6.0,3.0,4.0,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,4,15
22951453,170020578,1.0,1.0,,,6.0,2.0,5.0,,1125,,,1125.0,1125.0,5.0,1125.0,,12,21
22952669,30907275,,,41.15108,-8.6054,6.0,3.0,3.0,2.0,1125,2.0,3.0,1125.0,1125.0,2.2,1125.0,,24,54
22958105,170089378,1.0,1.0,41.14348,-8.59932,4.0,1.0,1.0,,1125,,,1125.0,1125.0,,1125.0,,0,0
22970993,8843516,8.0,8.0,41.15937,-8.60715,2.0,1.0,1.0,1.0,28,1.0,2.0,32.0,32.0,1.3,32.0,,22,51
22980755,170376723,1.0,1.0,,-8.63962,6.0,3.0,3.0,3.0,90,3.0,,1125.0,1125.0,3.5,1125.0,,9,15
22996150,170554206,3.0,4.0,,-8.59804,4.0,2.0,2.0,,1125,,,1125.0,1125.0,,1125.0,,1,31
22997920,17039060,14.0,14.0,41.13526,-8.60773,2.0,1.0,2.0,2.0,178,1.0,3.0,1125.0,1125.0,2.0,1125.0,,16,37
22998039,65558390,2.0,11.0,41.13869,-8.60908,6.0,3.0,6.0,2.0,180,1.0,2.0,1125.0,1125.0,2.0,1125.0,,8,21
22999214,17039060,14.0,14.0,41.13526,-8.60773,4.0,1.0,2.0,2.0,30,1.0,2.0,1125.0,1125.0,2.0,1125.0,,5,11
22999301,17039060,14.0,14.0,41.13546,-8.60773,2.0,1.0,2.0,2.0,178,1.0,3.0,1125.0,1125.0,2.0,1125.0,,11,31
22999342,17039060,14.0,14.0,41.13526,-8.60773,4.0,2.0,2.0,2.0,178,1.0,3.0,1125.0,1125.0,2.0,1125.0,,10,19
22999364,17039060,14.0,14.0,41.13526,-8.60773,2.0,1.0,1.0,2.0,30,1.0,2.0,1125.0,1125.0,2.0,1125.0,,17,28
22999384,17039060,14.0,14.0,41.13562,-8.60792,2.0,1.0,1.0,2.0,178,1.0,3.0,1125.0,1125.0,2.0,1125.0,,6,18
22999416,17039060,14.0,14.0,41.13526,-8.60773,6.0,2.0,3.0,2.0,178,1.0,3.0,1125.0,1125.0,2.0,1125.0,,5,8
23010605,170708328,1.0,2.0,41.16593,-8.60267,6.0,2.0,4.0,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,25,35
23015465,30907275,,,41.14682,-8.61353,5.0,2.0,3.0,2.0,1125,2.0,3.0,1125.0,1125.0,2.2,1125.0,,18,48
23016397,169881623,1.0,1.0,41.14591,-8.60641,2.0,1.0,1.0,3.0,90,2.0,3.0,1125.0,1125.0,3.0,1125.0,,0,7
23017582,429054820,3.0,3.0,41.14769,-8.600418,2.0,1.0,1.0,3.0,365,1.0,3.0,1125.0,1125.0,3.0,1125.0,,0,3
23023720,429054820,3.0,3.0,41.14769,-8.60042,3.0,1.0,1.0,3.0,635,3.0,3.0,1125.0,1125.0,3.0,1125.0,,20,25
23033432,32914732,3.0,5.0,41.154,-8.61355,7.0,2.0,6.0,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,11,22
23041014,2511351,9.0,12.0,41.13552,-8.60885,3.0,1.0,2.0,1.0,1125,1.0,2.0,1.0,1125.0,1.5,155.5,,10,30
23042339,171001250,1.0,1.0,,,6.0,2.0,6.0,3.0,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,,0,0
23055651,168005250,1.0,1.0,,-8.62503,4.0,1.0,6.0,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,0,0
23060577,171177892,3.0,3.0,41.15327,-8.6089,4.0,1.0,6.0,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,0,0
23066385,171242461,1.0,3.0,41.14746,-8.60237,4.0,1.0,6.0,2.0,90,2.0,2.0,90.0,90.0,2.0,90.0,,0,0
23073703,47892963,2.0,2.0,41.1252,-8.61011,6.0,3.0,6.0,2.0,90,2.0,2.0,1125.0,1125.0,2.0,1125.0,,7,13
23074926,16922131,,,41.14967,-8.60745,2.0,0.0,1.0,1.0,1125,1.0,2.0,1.0,1125.0,1.8,234.4,,9,33
23089538,171473966,4.0,4.0,,,4.0,3.0,2.0,1.0,31,1.0,2.0,31.0,31.0,1.2,31.0,,18,25
23096384,21698756,38.0,41.0,41.15578,-8.60762,3.0,1.0,2.0,1.0,1125,1.0,,2.0,1125.0,3.1,534.9,,6,8
23097090,21698756,38.0,41.0,41.15578,-8.60762,2.0,0.0,1.0,1.0,1125,1.0,,2.0,1125.0,3.0,532.9,,4,9
23117823,39351377,2.0,2.0,,,,3.0,6.0,,31,,,31.0,31.0,5.0,31.0,,7,13
23118291,37066714,,,41.15864,-8.6126,5.0,2.0,4.0,1.0,1125,1.0,2.0,1.0,1125.0,1.9,183.4,,6,15
23119350,171790144,2.0,2.0,41.15002,-8.61393,6.0,2.0,3.0,3.0,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,,6,10
23119616,9791649,1.0,2.0,41.14694,-8.6005,3.0,1.0,1.0,2.0,60,1.0,2.0,1125.0,1125.0,2.0,1125.0,,6,7
23126109,37066714,,,41.15692,-8.61461,2.0,0.0,2.0,1.0,1125,1.0,2.0,1.0,1125.0,1.9,176.8,,5,18
23157118,252729505,18.0,18.0,41.15042,-8.61211,3.0,2.0,2.0,1.0,1125,1.0,2.0,1.0,1125.0,1.9,224.6,,3,9
23157857,172137781,1.0,3.0,41.16105,-8.59865,,3.0,4.0,1.0,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,,0,0
23160080,444283165,22.0,29.0,41.16161,-8.64284,6.0,3.0,4.0,3.0,365,2.0,3.0,365.0,1125.0,2.5,716.9,,0,0
23166821,167225288,1.0,1.0,,,6.0,2.0,3.0,1.0,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,,9,13
23176743,64196096,12.0,13.0,41.15532,-8.59536,3.0,1.0,1.0,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,0,0
23184109,112290924,16.0,16.0,41.14684,-8.60237,4.0,1.0,1.0,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,6,11
23187392,2730238,22.0,26.0,41.14444,-8.60575,4.0,2.0,3.0,1.0,180,2.0,,1125.0,1125.0,2.9,1125.0,,2,3
23188760,52161391,4.0,4.0,41.14929,-8.60766,2.0,0.0,2.0,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,0,0
23206880,364783572,,,41.14505,-8.60546,3.0,0.0,2.0,1.0,1125,1.0,2.0,1.0,1125.0,1.4,274.3,,7,26
23212331,172633062,2.0,2.0,,,6.0,3.0,3.0,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,0,0
23217494,130805492,,,41.14190673828125,-8.613615036010742,4.0,1.0,2.0,2.0,365,2.0,2.0,365.0,365.0,2.0,365.0,,14,34
23231327,5389044,9.0,14.0,41.14479,-8.62347,4.0,1.0,2.0,3.0,60,1.0,4.0,1.0,1125.0,3.0,1118.8,,9,24
23231743,172840378,1.0,1.0,,,6.0,3.0,3.0,2.0,31,2.0,2.0,1125.0,1125.0,2.0,1125.0,,5,6
23253707,3953109,,,41.14670944213867,-8.603290557861328,4.0,1.0,2.0,1.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,15,40
23255101,69144324,1.0,1.0,41.15415,-8.59518,4.0,1.0,2.0,2.0,90,2.0,2.0,90.0,90.0,2.0,90.0,,16,38
23270369,246230594,6.0,6.0,41.13558,-8.60911,2.0,1.0,1.0,2.0,30,2.0,2.0,1125.0,1125.0,2.0,1125.0,,9,22
23279914,172788084,1.0,1.0,41.15057,,5.0,2.0,3.0,1.0,21,1.0,2.0,21.0,21.0,1.1,21.0,,4,5
23282185,167246396,1.0,1.0,41.13144,,4.0,1.0,4.0,,30,,,30.0,30.0,,30.0,,23,53
23284953,63237825,4.0,4.0,41.15034,-8.61317,4.0,0.0,2.0,1.0,365,1.0,2.0,365.0,365.0,1.9,365.0,,3,17
23288019,63237825,4.0,4.0,41.15045,-8.61126,3.0,1.0,2.0,1.0,365,1.0,2.0,365.0,365.0,2.0,365.0,,11,34
23301641,100917523,,,41.14253,-8.61881,2.0,0.0,1.0,1.0,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,,26,47
23302906,42455391,7.0,9.0,41.1495,-8.62232,4.0,1.0,1.0,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,6,15
23303126,173507592,1.0,1.0,41.14832,-8.60665,4.0,1.0,5.0,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,0,0
23303551,130805492,,,41.15282,-8.60844,6.0,3.0,5.0,2.0,31,2.0,2.0,31.0,31.0,2.0,31.0,,11,29
23303747,45384857,2.0,2.0,41.1555,-8.58966,4.0,1.0,2.0,3.0,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,,13,19
23315323,39815965,7.0,12.0,41.15545,-8.6025,4.0,1.0,1.0,2.0,1125,1.0,1.0,14.0,365.0,1.0,184.2,,0,0
23325683,97521721,1.0,1.0,41.15392,-8.60543,4.0,1.0,1.0,3.0,90,3.0,4.0,31.0,90.0,3.1,69.5,,4,9
23336129,3953109,,,41.14252853393555,-8.618805885314941,4.0,1.0,2.0,1.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,5,21
23348305,173952966,1.0,1.0,41.13483,-8.60801,3.0,1.0,1.0,1.0,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,,5,9
23349601,19966204,1.0,1.0,41.15856,-8.61169,4.0,1.0,3.0,3.0,30,3.0,3.0,30.0,30.0,3.0,30.0,,0,0
23349695,439661,2.0,5.0,41.14717,-8.60725,6.0,3.0,3.0,2.0,120,2.0,2.0,120.0,120.0,2.0,120.0,,10,17
23352059,173993961,5.0,5.0,41.14842,-8.6023,3.0,0.0,2.0,2.0,21,1.0,2.0,21.0,21.0,2.0,21.0,,16,46
23355410,113782223,2.0,3.0,41.15406,,2.0,1.0,1.0,3.0,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,,1,8
23357355,173993961,5.0,5.0,41.14645,-8.6031,3.0,0.0,2.0,2.0,21,1.0,2.0,21.0,21.0,2.0,21.0,,11,41
23391373,157667783,2.0,2.0,,,2.0,1.0,1.0,3.0,365,1.0,3.0,1125.0,1125.0,3.0,1125.0,,5,8
23415107,173993961,5.0,5.0,41.14637,-8.60168,4.0,1.0,2.0,2.0,21,1.0,2.0,21.0,21.0,2.0,21.0,,9,39
23416067,154981024,1.0,1.0,41.13027,,5.0,3.0,,3.0,15,3.0,3.0,1125.0,1125.0,3.0,1125.0,,1,3
23417122,34305157,1.0,1.0,,,,,5.0,3.0,28,3.0,3.0,1125.0,1125.0,3.0,1125.0,,5,7
23417367,174629183,3.0,4.0,41.14127,,2.0,1.0,1.0,1.0,28,1.0,1.0,28.0,28.0,1.0,28.0,,1,1
23419310,174650252,1.0,2.0,41.14588,-8.60665,6.0,2.0,4.0,3.0,1125,2.0,,1125.0,1125.0,3.6,1125.0,,2,7
23435015,71506208,,,41.14677,-8.61751,4.0,1.0,2.0,1.0,1125,1.0,2.0,1125.0,1125.0,1.5,1125.0,,2,6
23435775,71506208,,,41.14677,-8.61751,2.0,1.0,1.0,1.0,1125,1.0,2.0,1125.0,1125.0,1.5,1125.0,,12,28
23440476,22208825,6.0,6.0,41.16287332624293,-8.635116902448548,7.0,3.0,4.0,2.0,40,2.0,2.0,1125.0,1125.0,2.0,1125.0,,9,16
23443343,174886212,1.0,1.0,,,6.0,3.0,3.0,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,6,11
23444085,91342082,3.0,3.0,41.14431,-8.61441,2.0,0.0,1.0,2.0,30,1.0,2.0,1125.0,1125.0,2.0,1125.0,,6,9
23447895,22280609,2.0,5.0,41.14607,-8.60401,2.0,1.0,1.0,3.0,1125,1.0,3.0,1125.0,1125.0,2.8,1125.0,,7,7
23463358,101838501,,,41.13749,-8.61276,7.0,3.0,4.0,1.0,40,1.0,3.0,1125.0,1125.0,2.4,1125.0,,19,49
23463612,101838501,,,41.13741,-8.61274,2.0,1.0,1.0,1.0,40,1.0,3.0,1125.0,1125.0,2.4,1125.0,,28,58
23465144,101838501,,,41.13742,-8.61277,2.0,1.0,1.0,1.0,40,1.0,3.0,1125.0,1125.0,2.3,1125.0,,17,42
23483117,116273205,8.0,9.0,,-8.6107,2.0,1.0,1.0,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,0,0
23499054,1602372,1.0,1.0,41.15158,,5.0,3.0,1.0,3.0,1124,3.0,3.0,1124.0,1124.0,3.0,1124.0,,0,0
23504189,119157440,3.0,3.0,41.17199,-8.61626,2.0,1.0,1.0,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,30,60
23504966,119157440,3.0,3.0,41.17136,-8.61571,1.0,0.0,1.0,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,27,57
23505721,175544178,1.0,1.0,41.1456,-8.60645,4.0,1.0,3.0,3.0,1125,2.0,,1125.0,1125.0,3.7,1125.0,,13,17
23511520,24969696,2.0,3.0,41.1353146,-8.6241522,,3.0,6.0,2.0,1125,1.0,3.0,1125.0,1125.0,2.0,1125.0,,0,2
23538225,8935422,7.0,22.0,41.15161,-8.60701,3.0,1.0,3.0,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,21,51
23538587,89588787,28.0,29.0,41.15134048461914,-8.611985206604004,2.0,1.0,1.0,1.0,365,2.0,,999.0,999.0,3.0,999.0,,2,11
23538591,89588787,28.0,29.0,41.15134048461914,-8.612030982971191,3.0,0.0,2.0,1.0,365,2.0,3.0,999.0,999.0,2.9,999.0,,3,10
23538597,89588787,28.0,29.0,41.15134048461914,-8.612030982971191,2.0,0.0,1.0,1.0,365,2.0,3.0,999.0,999.0,2.9,999.0,,4,10
23538602,89588787,28.0,29.0,41.151344299316406,-8.612030029296875,3.0,0.0,2.0,1.0,365,2.0,3.0,999.0,999.0,2.9,999.0,,4,6
23538605,89588787,28.0,29.0,41.15134048461914,-8.612031936645508,2.0,0.0,2.0,1.0,365,2.0,,999.0,999.0,3.0,999.0,,5,11
23538609,89588787,28.0,29.0,41.15134048461914,-8.612032890319824,3.0,0.0,2.0,1.0,365,2.0,3.0,999.0,999.0,2.9,999.0,,5,10
23538614,89588787,28.0,29.0,41.15134048461914,-8.612032890319824,4.0,1.0,2.0,1.0,365,2.0,,999.0,999.0,3.0,999.0,,3,9
23538618,89588787,28.0,29.0,41.14922332763672,-8.617330551147461,4.0,1.0,3.0,1.0,1125,2.0,3.0,999.0,999.0,2.9,999.0,,3,13
23538630,89588787,28.0,29.0,41.14922332763672,-8.61733341217041,3.0,1.0,2.0,1.0,1125,2.0,3.0,999.0,999.0,2.9,999.0,,9,21
23538637,89588787,28.0,29.0,41.14922332763672,-8.617335319519043,2.0,0.0,1.0,1.0,1125,2.0,3.0,999.0,999.0,2.9,999.0,,1,3
23538639,89588787,28.0,29.0,41.14922332763672,-8.617330551147461,3.0,1.0,2.0,2.0,1125,2.0,,999.0,999.0,3.0,999.0,,4,11
23538660,89588787,28.0,29.0,41.14922332763672,-8.617334365844727,4.0,1.0,2.0,2.0,1125,2.0,3.0,999.0,999.0,2.9,999.0,,2,6
23539348,8935422,7.0,22.0,41.15174,-8.60781,2.0,1.0,1.0,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,22,52
23558452,166164327,2.0,3.0,41.15268,-8.60798,3.0,1.0,1.0,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,13,30
23558812,65869657,3.0,3.0,41.15719,-8.6079,2.0,1.0,3.0,2.0,10,2.0,4.0,1125.0,1125.0,2.1,1125.0,,6,14
23562468,89588787,28.0,29.0,41.151344299316406,-8.612032890319824,2.0,0.0,3.0,1.0,365,2.0,,999.0,999.0,3.0,999.0,,5,13
23562797,19887538,45.0,48.0,41.15216,-8.61195,4.0,2.0,2.0,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,11,27
23569972,174933982,2.0,2.0,41.16215,-8.61979,4.0,1.0,2.0,2.0,60,2.0,2.0,1125.0,1125.0,2.0,1125.0,,25,34
23579011,146200700,4.0,4.0,41.16573,-8.60058,3.0,2.0,2.0,2.0,10,2.0,2.0,10.0,10.0,2.0,10.0,,0,0
