id,host_id,host_listings_count,host_total_listings_count,latitude,longitude,accommodates,bedrooms,beds,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,availability_30,availability_60
41339,180050,26.0,30.0,41.1501,,5.0,1.0,3.0,2.0,240,2.0,2.0,1125.0,1125.0,2.0,1125.0,,13,35
55111,259711,3.0,3.0,41.17418,,5.0,2.0,4.0,,28,,,28.0,28.0,,28.0,,29,42
73828,259711,3.0,3.0,41.17622,,5.0,2.0,4.0,,28,,,28.0,28.0,5.0,28.0,,29,54
87873,480980,4.0,6.0,41.15607,-8.60437,4.0,2.0,2.0,3.0,15,3.0,3.0,15.0,15.0,3.0,15.0,,4,10
94701,505473,1.0,7.0,41.14675,-8.60186,3.0,1.0,1.0,3.0,365,3.0,,1125.0,1125.0,3.7,1125.0,,30,41
96394,511741,1.0,1.0,41.14296,,4.0,2.0,3.0,1.0,5,1.0,1.0,5.0,5.0,1.0,5.0,,0,0
100521,528145,1.0,1.0,,,1.0,,3.0,1.0,730,1.0,1.0,730.0,730.0,1.0,730.0,,0,0
104045,541968,1.0,1.0,41.1605,-8.59871,,,3.0,2.0,120,2.0,2.0,1125.0,1125.0,2.0,1125.0,,0,0
105347,544104,1.0,1.0,41.12944,-8.58565,4.0,2.0,3.0,,30,,,30.0,30.0,4.9,30.0,,11,16
108153,559704,2.0,4.0,,-8.61693,2.0,,3.0,2.0,1125,1.0,2.0,1125.0,1125.0,2.0,1125.0,,11,29
122362,613350,1.0,1.0,41.17576,-8.6232,,,6.0,2.0,730,2.0,2.0,730.0,730.0,2.0,730.0,,4,5
127208,630252,1.0,1.0,41.1546,-8.58985,2.0,1.0,4.0,2.0,1125,1.0,2.0,1125.0,1125.0,2.0,1125.0,,11,16
134570,660293,1.0,2.0,,,,3.0,5.0,3.0,27,3.0,3.0,27.0,27.0,3.0,27.0,,21,50
139425,680010,7.0,14.0,41.14622,-8.59423,6.0,2.0,3.0,2.0,31,2.0,3.0,31.0,1125.0,2.0,558.5,,2,6
141255,663708,1.0,3.0,,,4.0,2.0,2.0,3.0,90,3.0,3.0,90.0,90.0,3.0,90.0,,0,21
155127,745984,3.0,3.0,,,,3.0,5.0,2.0,31,2.0,2.0,1125.0,1125.0,2.0,1125.0,,20,26
155723,748789,1.0,1.0,41.15854,-8.60783,5.0,3.0,5.0,3.0,30,3.0,3.0,30.0,30.0,3.0,30.0,,0,0
169321,806826,5.0,6.0,41.14536,-8.59792,6.0,2.0,5.0,3.0,365,2.0,2.0,1125.0,1125.0,2.0,1125.0,,17,43
186655,897112,1.0,1.0,41.15215,,6.0,3.0,5.0,3.0,15,3.0,3.0,15.0,15.0,3.0,15.0,,1,2
186946,898831,3.0,3.0,41.14087,-8.61703,2.0,1.0,1.0,2.0,28,1.0,4.0,1125.0,1125.0,2.5,1125.0,,8,23
189408,913847,1.0,1.0,41.12775,-8.62612,6.0,2.0,4.0,3.0,1125,3.0,4.0,1125.0,1125.0,3.0,1125.0,,19,37
191005,923371,5.0,5.0,41.15328,-8.60758,4.0,2.0,3.0,3.0,180,3.0,3.0,1125.0,1125.0,3.0,1125.0,,16,39
207475,1020922,1.0,1.0,41.12935,-8.61487,2.0,1.0,2.0,2.0,15,2.0,2.0,15.0,15.0,2.0,15.0,,0,0
208147,1024383,1.0,1.0,,,2.0,1.0,2.0,,730,,,1125.0,1125.0,5.0,1125.0,,0,2
241573,1266562,17.0,23.0,41.14687,-8.60173,5.0,2.0,4.0,2.0,60,2.0,2.0,14.0,31.0,2.0,15.4,,10,12
241574,1266562,17.0,23.0,41.14637,-8.60272,2.0,1.0,1.0,2.0,60,2.0,2.0,14.0,14.0,2.0,14.0,,12,14
241743,1266562,17.0,23.0,41.14661,-8.60188,3.0,1.0,2.0,2.0,60,2.0,2.0,14.0,14.0,2.0,14.0,,5,10
248537,1302034,1.0,1.0,41.14738,-8.61876,4.0,1.0,1.0,3.0,365,3.0,3.0,365.0,365.0,3.0,365.0,,10,14
264087,1385493,2.0,2.0,41.15059,-8.622,3.0,1.0,2.0,3.0,30,1.0,3.0,1125.0,1125.0,3.0,1125.0,,5,16
265819,506925,4.0,5.0,41.16201,-8.63315,4.0,1.0,1.0,2.0,365,2.0,2.0,1125.0,1125.0,2.0,1125.0,,1,1
266970,1399935,2.0,2.0,,,3.0,2.0,2.0,,365,,,365.0,365.0,,365.0,,11,17
270094,1377045,1.0,1.0,41.1608,-8.63532,2.0,1.0,1.0,3.0,31,3.0,3.0,31.0,31.0,3.0,31.0,,0,0
270965,1418251,1.0,2.0,41.15641,-8.60973,2.0,1.0,1.0,3.0,28,3.0,3.0,28.0,28.0,3.0,28.0,,15,18
273345,1266562,17.0,23.0,41.14664,-8.60389,4.0,1.0,2.0,2.0,60,2.0,2.0,14.0,14.0,2.0,14.0,,5,11
278886,1266562,17.0,23.0,41.14488,-8.60228,4.0,1.0,2.0,2.0,60,2.0,2.0,14.0,14.0,2.0,14.0,,12,18
313017,1609420,1.0,3.0,41.14172,-8.61175,4.0,2.0,3.0,1.0,1825,1.0,1.0,1125.0,1125.0,1.0,1125.0,,0,0
322277,1650486,1.0,2.0,,,6.0,3.0,3.0,,30,2.0,,30.0,30.0,,30.0,,23,31
322467,1651078,6.0,6.0,41.15466,-8.61585,4.0,1.0,2.0,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,23,51
383641,1651078,6.0,6.0,41.15466,-8.61585,4.0,1.0,3.0,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,27,55
386984,259711,3.0,3.0,41.17423,,4.0,1.0,1.0,,28,,,28.0,28.0,5.0,28.0,,29,47
393987,1969579,1.0,1.0,41.14236,-8.60503,5.0,2.0,4.0,2.0,30,2.0,2.0,1125.0,1125.0,2.0,1125.0,,0,2
403114,2010935,13.0,13.0,41.14073,-8.6147,4.0,1.0,2.0,2.0,270,1.0,2.0,270.0,270.0,2.0,270.0,,15,42
404688,2016951,1.0,2.0,,,,,6.0,3.0,180,3.0,3.0,180.0,180.0,3.0,180.0,,2,4
411572,2048592,1.0,1.0,,-8.64094,4.0,0.0,2.0,2.0,365,2.0,2.0,365.0,365.0,2.0,365.0,,29,53
415993,2068687,3.0,3.0,,-8.60196,3.0,1.0,2.0,,92,,,92.0,92.0,,92.0,,3,6
457924,480980,4.0,6.0,41.15547,-8.60837,2.0,1.0,0.0,2.0,15,2.0,2.0,1125.0,1125.0,2.0,1125.0,,26,54
485699,2404540,25.0,37.0,,,3.0,2.0,4.0,3.0,180,3.0,,180.0,180.0,3.9,180.0,,10,10
486268,2406517,1.0,1.0,,,,,,3.0,60,3.0,,1125.0,1125.0,3.6,1125.0,,0,1
502059,2477477,1.0,1.0,41.16643,-8.6377,2.0,2.0,1.0,1.0,30,1.0,1.0,30.0,30.0,1.0,30.0,,0,0
510404,2514783,4.0,4.0,41.15605,-8.60928,1.0,1.0,1.0,3.0,40,2.0,3.0,40.0,40.0,2.8,40.0,,30,60
510406,2514783,4.0,4.0,41.15194,-8.60782,1.0,1.0,1.0,,40,3.0,,1125.0,1125.0,3.2,1125.0,,29,59
518534,1675750,21.0,24.0,41.14002,-8.61519,4.0,1.0,2.0,1.0,365,1.0,2.0,365.0,365.0,2.0,365.0,,6,25
530692,2606384,10.0,11.0,41.15145,-8.6017,1.0,1.0,1.0,,90,,,1125.0,1125.0,5.0,1125.0,,3,5
536698,784206,2.0,11.0,,-8.58391,2.0,1.0,1.0,1.0,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,,30,60
538055,2643396,11.0,11.0,41.14943,-8.62047,2.0,1.0,1.0,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,0,0
538059,2643396,11.0,11.0,41.14909,-8.61971,2.0,1.0,1.0,2.0,1125,1.0,2.0,365.0,365.0,1.5,365.0,,0,0
538061,2643396,11.0,11.0,41.14883,-8.61899,2.0,1.0,1.0,2.0,1125,1.0,2.0,365.0,365.0,1.5,365.0,,0,0
538062,2643396,11.0,11.0,41.15043,-8.62059,2.0,1.0,1.0,2.0,1125,1.0,2.0,365.0,365.0,1.5,365.0,,0,0
538064,2643396,11.0,11.0,41.14857,-8.61936,2.0,1.0,1.0,2.0,1125,1.0,2.0,365.0,365.0,1.5,365.0,,0,0
538066,2643396,11.0,11.0,41.15059,-8.61917,2.0,1.0,1.0,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,0,0
538069,2643396,11.0,11.0,41.14942,-8.61931,2.0,1.0,1.0,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,0,0
546381,2686177,27.0,28.0,41.14221,-8.61413,4.0,1.0,1.0,1.0,365,1.0,2.0,365.0,365.0,1.5,365.0,,25,46
562251,2686177,27.0,28.0,41.141,-8.61376,5.0,1.0,4.0,1.0,365,1.0,2.0,365.0,365.0,1.5,365.0,,3,15
565255,480980,4.0,6.0,41.15404,-8.60415,2.0,1.0,2.0,3.0,15,3.0,3.0,15.0,15.0,3.0,15.0,,27,57
573687,680010,7.0,14.0,41.158642,,4.0,1.0,2.0,2.0,31,2.0,,31.0,31.0,2.4,31.0,,15,31
577242,2838878,1.0,2.0,,,,,4.0,,1125,,,1125.0,1125.0,5.0,1125.0,,0,1
581356,2712090,3.0,4.0,41.14443,-8.61755,4.0,0.0,2.0,2.0,360,2.0,2.0,1125.0,1125.0,2.0,1125.0,,5,13
581402,2861881,7.0,8.0,41.14849,-8.60406,4.0,2.0,3.0,2.0,365,2.0,2.0,365.0,365.0,2.0,365.0,,0,0
582405,2868260,2.0,2.0,41.15663,-8.60033,4.0,2.0,3.0,,364,2.0,,364.0,364.0,,364.0,,5,8
587499,2897689,1.0,1.0,41.1474,-8.61528,2.0,1.0,1.0,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,24,46
597262,2953301,2.0,2.0,,,2.0,1.0,2.0,2.0,90,1.0,2.0,90.0,90.0,2.0,90.0,,14,25
598806,2962322,1.0,2.0,41.14727,-8.59793,2.0,1.0,1.0,3.0,10,3.0,3.0,10.0,10.0,3.0,10.0,,29,59
604702,2993425,1.0,3.0,41.15667,-8.62764,4.0,2.0,2.0,2.0,365,1.0,2.0,1125.0,1125.0,2.0,1125.0,,9,21
605605,2999213,2.0,6.0,,,6.0,3.0,,2.0,1125,2.0,,31.0,1125.0,3.0,381.7,,7,7
609453,2861881,7.0,8.0,41.14849,-8.60406,2.0,1.0,1.0,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,0,0
609455,2861881,7.0,8.0,41.148804,-8.604039,2.0,1.0,1.0,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,0,0
619218,1651078,6.0,6.0,41.15448,-8.61451,1.0,1.0,1.0,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,29,59
620462,3074362,1.0,1.0,41.14175,-8.61355,4.0,1.0,2.0,3.0,365,2.0,3.0,365.0,365.0,2.9,365.0,,29,51
620628,2220420,43.0,54.0,41.14696,-8.61769,4.0,1.0,2.0,2.0,360,1.0,,360.0,360.0,4.8,360.0,,7,21
621663,2999213,2.0,6.0,,,6.0,3.0,3.0,2.0,365,2.0,2.0,31.0,31.0,2.0,31.0,,1,1
621980,1651078,6.0,6.0,41.15448,-8.61451,1.0,1.0,1.0,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,28,45
627273,2010935,13.0,13.0,41.14037,-8.61482,4.0,1.0,2.0,2.0,270,1.0,2.0,270.0,270.0,2.0,270.0,,7,32
628004,2010935,13.0,13.0,41.14091,-8.61545,4.0,1.0,2.0,2.0,270,1.0,2.0,270.0,270.0,2.0,270.0,,14,44
628606,3122657,1.0,1.0,41.15538,-8.60717,2.0,1.0,1.0,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,0,0
638432,2606384,10.0,11.0,41.15208435058594,-8.602394104003906,2.0,1.0,1.0,,90,,,1125.0,1125.0,5.0,1125.0,,4,18
640344,3197326,2.0,2.0,41.14801,,2.0,1.0,3.0,,360,1.0,2.0,7.0,360.0,1.8,192.8,,1,6
659341,3326280,1.0,1.0,41.13664,-8.60832,6.0,2.0,3.0,2.0,30,1.0,2.0,1125.0,1125.0,2.0,1125.0,,3,5
663607,3284341,2.0,2.0,41.1587,-8.63108,2.0,1.0,2.0,,1125,3.0,4.0,1125.0,1125.0,3.7,1125.0,,24,35
681306,3469454,6.0,6.0,41.14259,-8.61713,4.0,1.0,2.0,1.0,31,1.0,4.0,31.0,31.0,2.7,31.0,,3,6
681307,3469454,6.0,6.0,41.14382,-8.61732,6.0,3.0,4.0,1.0,31,1.0,3.0,31.0,31.0,2.6,31.0,,4,5
691479,3534864,2.0,2.0,41.13951,-8.61515,6.0,3.0,5.0,2.0,30,2.0,2.0,30.0,30.0,2.0,30.0,,3,5
692042,1675750,21.0,24.0,41.14002,-8.61518,4.0,1.0,2.0,1.0,365,1.0,2.0,365.0,365.0,2.0,365.0,,12,29
695656,2010935,13.0,13.0,41.13965,-8.61644,4.0,1.0,2.0,2.0,270,1.0,2.0,270.0,270.0,2.0,270.0,,5,21
696324,3565697,9.0,9.0,41.14295,-8.61372,4.0,2.0,2.0,2.0,30,1.0,2.0,1125.0,1125.0,2.0,1125.0,,23,46
703873,3614742,1.0,1.0,41.13038,-8.60236,2.0,1.0,1.0,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,10,27
708484,1736427,1.0,2.0,41.17632,-8.62883,1.0,1.0,1.0,2.0,15,2.0,2.0,1125.0,1125.0,2.0,1125.0,,0,0
713596,2821843,1.0,1.0,41.16838,-8.60986,5.0,1.0,5.0,3.0,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,,0,0
736472,3838433,10.0,10.0,41.15583,-8.62387,6.0,2.0,5.0,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,8,14
738602,2220420,43.0,54.0,41.14581,-8.61272,7.0,2.0,5.0,3.0,365,1.0,,365.0,365.0,,365.0,,8,22
746214,2861881,7.0,8.0,41.14849,-8.60406,2.0,,,2.0,1124,2.0,2.0,1124.0,1124.0,2.0,1124.0,,0,0
749496,2861881,7.0,8.0,41.14849,-8.60406,,,,3.0,1124,2.0,3.0,1125.0,1125.0,3.0,1125.0,,9,22
753560,3963937,2.0,2.0,41.1340125,-8.6115398,2.0,1.0,1.0,2.0,365,1.0,2.0,15.0,365.0,1.4,160.8,,0,0
758709,3944088,7.0,7.0,41.14626,-8.61803,2.0,1.0,1.0,2.0,365,2.0,3.0,365.0,365.0,2.6,365.0,,2,7
759702,3944088,7.0,7.0,41.14655,-8.61661,2.0,1.0,2.0,2.0,365,2.0,3.0,365.0,365.0,2.6,365.0,,5,12
764471,4030159,1.0,1.0,41.14605,-8.60366,3.0,1.0,2.0,2.0,15,2.0,2.0,1125.0,1125.0,2.0,1125.0,,2,6
769605,3163699,2.0,2.0,41.14323,-8.60675,2.0,1.0,1.0,3.0,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,,0,0
780430,4115877,3.0,3.0,41.14185,-8.61792,3.0,1.0,2.0,2.0,360,1.0,3.0,31.0,360.0,2.4,161.7,,7,15
780538,4115877,3.0,3.0,41.14167,-8.61951,6.0,2.0,5.0,2.0,365,1.0,3.0,31.0,365.0,2.0,163.7,,8,13
781542,4122318,1.0,1.0,41.15019,,3.0,1.0,2.0,3.0,30,2.0,3.0,30.0,30.0,2.5,30.0,,12,31
786791,179432438,45.0,47.0,41.15821,-8.6124,3.0,1.0,1.0,3.0,365,1.0,3.0,365.0,365.0,3.0,365.0,,4,22
819535,2220420,43.0,54.0,41.14576,-8.61271,2.0,1.0,1.0,2.0,365,1.0,,365.0,365.0,,365.0,,2,3
827208,4338551,1.0,1.0,,,,3.0,4.0,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,12,35
829780,4346713,3.0,3.0,,,6.0,3.0,4.0,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,25,51
852698,2861881,7.0,8.0,41.14722,-8.60383,4.0,2.0,4.0,2.0,1124,2.0,2.0,1124.0,1124.0,2.0,1124.0,,0,0
860418,2514783,4.0,4.0,41.15604,-8.60933,1.0,1.0,1.0,3.0,45,2.0,4.0,1125.0,1125.0,2.8,1125.0,,28,58
863923,1573706,1.0,1.0,41.16955,,2.0,1.0,2.0,3.0,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,,12,25
870040,4585046,3.0,3.0,41.15125,-8.61461,6.0,2.0,3.0,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,0,2
878879,2554908,1.0,3.0,41.17405,,1.0,2.0,2.0,1.0,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,,0,0
901441,399503,12.0,13.0,41.14022,-8.61528,4.0,2.0,2.0,2.0,30,1.0,2.0,1125.0,1125.0,1.7,1125.0,,1,6
901491,399503,12.0,13.0,41.14023,-8.61512,4.0,1.0,2.0,2.0,30,1.0,2.0,1125.0,1125.0,1.7,1125.0,,6,13
901558,399503,12.0,13.0,41.14021,-8.6155,4.0,2.0,2.0,2.0,30,1.0,2.0,1125.0,1125.0,1.7,1125.0,,11,17
940770,2220420,43.0,54.0,41.14578,-8.61271,2.0,1.0,1.0,2.0,360,1.0,,360.0,360.0,,360.0,,11,19
1000044,5497765,1.0,1.0,41.14025,-8.61452,2.0,1.0,1.0,3.0,12,2.0,3.0,12.0,12.0,3.0,12.0,,9,14
1023015,559704,2.0,4.0,,-8.61619,4.0,2.0,2.0,2.0,1125,1.0,2.0,1125.0,1125.0,2.0,1125.0,,7,11
1072112,5897201,17.0,18.0,41.1436,-8.61568,3.0,1.0,1.0,1.0,31,2.0,2.0,31.0,31.0,2.0,31.0,,10,14
1075476,1266562,17.0,23.0,41.1468,-8.60139,2.0,1.0,1.0,2.0,60,2.0,2.0,14.0,14.0,2.0,14.0,,20,24
1081354,1675750,21.0,24.0,41.14245,-8.62651,3.0,0.0,1.0,1.0,365,1.0,2.0,365.0,365.0,2.0,365.0,,24,49
1083736,5897201,17.0,18.0,41.14344,-8.61633,2.0,1.0,2.0,2.0,31,2.0,2.0,31.0,31.0,2.0,31.0,,7,14
1096376,6024220,1.0,1.0,41.14409,-8.61145,2.0,0.0,1.0,2.0,30,1.0,2.0,1125.0,1125.0,2.0,1125.0,,1,6
1119084,6020311,2.0,5.0,,,4.0,2.0,3.0,,1125,2.0,4.0,1125.0,1125.0,3.1,1125.0,,4,4
1144090,2220420,43.0,54.0,41.14826,-8.61574,2.0,1.0,1.0,2.0,365,1.0,,365.0,365.0,4.8,365.0,,7,21
1165025,5723366,4.0,4.0,41.14583,-8.62022,3.0,0.0,1.0,3.0,180,2.0,3.0,180.0,180.0,3.0,180.0,,8,12
1168784,3565697,9.0,9.0,41.14295,-8.61372,2.0,1.0,1.0,2.0,90,2.0,2.0,1125.0,1125.0,2.0,1125.0,,22,52
1170448,6317610,2.0,6.0,,-8.61631,4.0,1.0,2.0,2.0,1125,1.0,3.0,1125.0,1125.0,2.1,1125.0,,8,12
1179009,6450606,5.0,9.0,41.15496,-8.62649,6.0,2.0,5.0,2.0,1125,2.0,2.0,14.0,1125.0,2.0,543.6,,13,28
1179607,6450606,5.0,9.0,41.15283,-8.62657,6.0,2.0,3.0,2.0,1125,2.0,2.0,14.0,1125.0,2.0,540.6,,15,29
1185985,6485316,2.0,2.0,41.14802,-8.63116,2.0,1.0,1.0,3.0,360,3.0,3.0,360.0,360.0,3.0,360.0,,6,15
1192674,6518808,2.0,3.0,41.16505,-8.6289,,,4.0,2.0,1125,2.0,3.0,1125.0,1125.0,2.8,1125.0,,6,16
1207275,3565697,9.0,9.0,41.14298,-8.61363,6.0,3.0,3.0,2.0,90,2.0,2.0,1125.0,1125.0,2.0,1125.0,,9,27
1257019,6847458,12.0,17.0,41.14497,-8.60766,3.0,1.0,1.0,,1125,,,1125.0,1125.0,5.0,1125.0,,5,5
1263840,5732545,2.0,3.0,41.15957,-8.62422,2.0,1.0,1.0,3.0,13,3.0,3.0,13.0,13.0,3.0,13.0,,0,2
1268146,6250742,22.0,22.0,,-8.60908,2.0,1.0,1.0,2.0,90,2.0,2.0,1125.0,1125.0,2.0,1125.0,,19,39
1284630,6988977,3.0,3.0,41.14397,-8.61777,2.0,2.0,2.0,1.0,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,,9,33
1284759,6989703,14.0,14.0,41.14855,-8.61662,4.0,2.0,3.0,2.0,1125,1.0,2.0,1125.0,1125.0,2.0,1125.0,,8,14
1288357,5897201,17.0,18.0,41.14327,-8.61639,2.0,1.0,2.0,1.0,31,2.0,2.0,31.0,31.0,2.0,31.0,,16,24
1289907,3565697,9.0,9.0,41.14298,-8.61363,2.0,1.0,1.0,2.0,90,1.0,2.0,1125.0,1125.0,2.0,1125.0,,28,51
1293257,3565697,9.0,9.0,41.14298,-8.61363,2.0,1.0,1.0,2.0,90,1.0,2.0,1125.0,1125.0,2.0,1125.0,,19,41
1296230,7048197,6.0,6.0,41.14631,-8.61804,2.0,1.0,1.0,1.0,365,1.0,3.0,7.0,1125.0,1.1,52.9,,13,33
1296253,7048197,6.0,6.0,41.14633,-8.61798,4.0,1.0,4.0,1.0,365,1.0,3.0,1.0,1125.0,1.1,92.7,,30,60
1296270,7048197,6.0,6.0,41.14617,-8.61684,6.0,1.0,6.0,1.0,365,1.0,3.0,1.0,1125.0,1.1,114.0,,25,51
1296278,7048197,6.0,6.0,41.14646,-8.61826,6.0,1.0,6.0,1.0,365,1.0,3.0,1.0,1125.0,1.1,92.7,,30,60
1296281,7048197,6.0,6.0,41.14635,-8.61604,,1.0,,1.0,365,1.0,3.0,1.0,1125.0,1.1,92.6,,26,56
1298881,402191311,,,41.13976,-8.61587,2.0,1.0,1.0,1.0,1125,1.0,1.0,1.0,1125.0,1.0,124.0,,13,43
1299930,7067789,2.0,2.0,41.13667,-8.61241,2.0,1.0,1.0,2.0,30,2.0,2.0,1125.0,1125.0,2.0,1125.0,,3,7
1299933,7067789,2.0,2.0,41.13693,-8.6137,4.0,2.0,2.0,2.0,30,2.0,2.0,1125.0,1125.0,2.0,1125.0,,2,3
1302618,3565697,9.0,9.0,41.14298,-8.61363,2.0,1.0,1.0,2.0,90,2.0,2.0,1125.0,1125.0,2.0,1125.0,,28,47
1304318,7090133,1.0,1.0,41.13471,-8.60955,2.0,1.0,1.0,2.0,8,2.0,2.0,8.0,8.0,2.0,8.0,,0,0
1306861,3565697,9.0,9.0,41.14295,-8.61372,2.0,1.0,1.0,2.0,30,1.0,2.0,1125.0,1125.0,2.0,1125.0,,16,33
1306890,3565697,9.0,9.0,41.14295,-8.61372,2.0,1.0,1.0,2.0,90,2.0,2.0,1125.0,1125.0,2.0,1125.0,,23,51
1317232,2728741,5.0,8.0,41.14054,-8.61574,2.0,1.0,1.0,1.0,1125,1.0,1.0,1.0,1125.0,1.0,189.7,,11,32
1334834,7238676,4.0,5.0,41.141701,-8.618473,2.0,1.0,1.0,2.0,28,2.0,2.0,28.0,28.0,2.0,28.0,,15,28
1338982,7260938,3.0,3.0,41.1432313,-8.6145272,4.0,1.0,2.0,2.0,270,1.0,2.0,270.0,270.0,2.0,270.0,,8,14
1347859,5265554,1.0,1.0,41.14677,,2.0,1.0,2.0,3.0,60,3.0,3.0,60.0,60.0,3.0,60.0,,0,0
1380068,7474213,9.0,9.0,41.14221,-8.61542,4.0,1.0,2.0,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,16,28
1380766,7474213,9.0,9.0,41.14221,-8.61542,6.0,2.0,4.0,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,10,19
1381092,7474213,9.0,9.0,41.14221,-8.61542,6.0,2.0,4.0,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,3,7
1381777,7481683,2.0,3.0,,,,,,,1125,3.0,4.0,1125.0,1125.0,4.0,1125.0,,3,6
1391373,680010,7.0,14.0,41.15736454951341,,4.0,1.0,2.0,2.0,31,2.0,,31.0,31.0,2.4,31.0,,10,22
1430405,3944088,7.0,7.0,41.14591,-8.61776,2.0,1.0,1.0,2.0,365,2.0,3.0,365.0,365.0,2.6,365.0,,2,5
1432272,2228036,,,41.15028,-8.60696,,,,1.0,1125,1.0,3.0,1125.0,1125.0,2.9,1125.0,,10,20
1437251,7720702,2.0,3.0,41.15572615612435,-8.607179435183056,,3.0,,3.0,60,3.0,3.0,60.0,60.0,3.0,60.0,,10,19
1437344,7720982,1.0,1.0,,,6.0,,5.0,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,8,8
1459519,7823650,9.0,9.0,,,6.0,3.0,4.0,2.0,1125,2.0,4.0,1125.0,1125.0,2.3,1125.0,,22,24
1473897,2686177,27.0,28.0,41.14581,-8.60873,4.0,1.0,0.0,1.0,365,1.0,2.0,365.0,365.0,1.5,365.0,,5,16
1476656,504285,5.0,10.0,41.14445,-8.61753,4.0,0.0,2.0,3.0,365,2.0,3.0,1125.0,1125.0,3.0,1125.0,,4,33
1481442,1619243,4.0,4.0,41.14114,-8.6091,4.0,2.0,2.0,1.0,1125,1.0,3.0,25.0,1125.0,1.0,34.0,,8,24
1488437,7959537,3.0,8.0,41.14937,,4.0,1.0,2.0,2.0,31,2.0,2.0,31.0,1125.0,2.0,555.5,,12,25
1492432,7977641,3.0,3.0,41.14684,-8.61207,4.0,1.0,1.0,,1125,3.0,,1125.0,1125.0,3.9,1125.0,,14,37
1543906,8228380,6.0,8.0,,,,,,1.0,60,1.0,,1125.0,1125.0,2.3,1125.0,,13,24
1548917,5667552,1.0,1.0,,,6.0,3.0,4.0,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,25,32
1553544,8272913,2.0,3.0,41.15453,-8.61608,4.0,1.0,2.0,2.0,31,2.0,2.0,31.0,31.0,2.0,31.0,,28,58
1571309,8352490,1.0,1.0,41.17291,-8.63362,1.0,3.0,3.0,1.0,7,1.0,1.0,7.0,7.0,1.0,7.0,,0,0
1590407,8455542,1.0,5.0,,,6.0,3.0,3.0,3.0,365,3.0,3.0,1125.0,1125.0,3.0,1125.0,,10,14
1600427,8529851,7.0,11.0,41.14722,-8.59808,2.0,1.0,2.0,3.0,90,1.0,,1125.0,1125.0,3.0,1125.0,,11,24
1657483,680010,7.0,14.0,41.14627,-8.59439,6.0,1.0,3.0,2.0,31,2.0,3.0,31.0,1125.0,2.0,546.5,,2,4
1680589,1818634,1.0,1.0,41.1528,,4.0,3.0,3.0,3.0,28,3.0,3.0,1125.0,1125.0,3.0,1125.0,,14,44
1688002,8921433,1.0,3.0,,,,,5.0,,28,,4.0,28.0,28.0,4.0,28.0,,10,10
1694480,1619243,4.0,4.0,41.14114,-8.6091,4.0,1.0,2.0,1.0,1125,1.0,3.0,25.0,1125.0,1.0,28.0,,11,40
1694547,1619243,4.0,4.0,41.14114,-8.6091,3.0,0.0,2.0,1.0,28,1.0,3.0,25.0,28.0,1.0,25.0,,22,50
1714665,9043471,4.0,8.0,41.14913,-8.60664,2.0,1.0,2.0,3.0,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,,0,0
1714670,9043471,4.0,8.0,41.14913,-8.60664,2.0,1.0,2.0,3.0,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,,30,60
1719942,9070329,1.0,1.0,41.15355,-8.58863,2.0,0.0,1.0,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,0,0
1725356,9093792,3.0,3.0,41.14365,-8.62309,2.0,0.0,1.0,2.0,31,2.0,3.0,31.0,31.0,2.1,31.0,,20,29
